PageNumber,Type,Room Name,Price,Location,Time,Area,Bedrooms,Bathrooms
3,Căn Hộ,"Cho thuê nhiều căn hộ Happy Valley, 3 phòng ngủ, 23 triệu/ tháng",28.0,Quận 7,01/11/2024,115,3,2
3,Căn Hộ,"Cho thuê căn hộ chung cư cao cấp Hưng Phúc, PMH, Quận 7, 3PN 18tr/thg",16.5,Quận 10,01/11/2024,98,3,2
3,Căn Hộ,"Cho thuê căn hộ Vincom center, Quận 1, DT 160m2, 3PN, view Bitesco",13.0,Huyện Nhà Bè,01/11/2024,160,3,2
4,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,16.0,Quận 10,01/11/2024,30,2,1
4,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",5.5,Quận Tân Bình,01/11/2024,30,0,0
4,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,9.0,Quận 1,01/11/2024,23,0,0
4,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",20.5,Quận 10,01/11/2024,23,0,0
4,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",23.0,Quận 7,01/11/2024,40,1,1
4,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,35.0,Quận 7,01/11/2024,30,0,0
4,Căn Hộ,"Cho Thuê Nhanh Căn Xigrand Court. - Địa chỉ: 256 Lý Thường Kiệt, Q10",8.9,Quận 1,01/11/2024,70,2,2
4,Căn Hộ,Chung Cư Mini - Đối Diện E.TOWN CỘNG HÒA,23.0,Quận 7,01/11/2024,30,1,1
4,Căn Hộ,Studio Luxury Gần Bùi Viện_Đường Trần Hưng Đạo_Di Chuyển Đa Quận,14.0,Quận Tân Bình,01/11/2024,35,1,1
4,Căn Hộ,"Cho thuê căn 2PN KINGDOM101 có đầy đủ nội thất giá 20,5 triệu -79m2",9.0,Quận Tân Bình,01/11/2024,79,2,2
4,Căn Hộ,"Cần cho thuê gấp căn hộ Green Valley, PMH, Q7, nhà đẹp, 23tr/ tháng",15.0,Quận 2 (TP. Thủ Đức),01/11/2024,128,2,2
4,Căn Hộ,"Scenic Valley 133 m2, 3PN. kế sân vườn 35tr/th Nội thất cao cấp",13.0,Quận 7,01/11/2024,133,3,3
4,Căn Hộ,Căn hộ 1PN bancon full nội thất Đề Thám Bùi Viện Q1,12.0,Quận 6,01/11/2024,45,1,1
4,Căn Hộ,"Cho thuê căn hộ Mỹ Đức, trung tâm Phú Mỹ Hưng 124m2 3PN view sông",5.2,Quận 8,01/11/2024,124,3,2
4,Căn Hộ,"Cho thuê căn hộ Carillon 1, DT 85m2, 2PN, Full NT, giá 14tr/tháng.",8.5,Quận Bình Tân,01/11/2024,86,2,2
5,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",13.0,Quận 7,01/11/2024,30,0,0
5,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,12.0,Quận 6,01/11/2024,23,0,0
5,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",5.2,Quận 8,01/11/2024,23,0,0
5,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",8.5,Quận Bình Tân,01/11/2024,40,1,1
5,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,10.0,Quận Tân Bình,01/11/2024,30,0,0
5,Căn Hộ,"Cần cho thuê nhanh căn hộ Sky Garden, Phú Mỹ Hưng, Quận 7, giá rẻ",20.0,Quận 7,01/11/2024,89,3,2
5,Căn Hộ,"Căn hộ Summer Square- Tân Hòa Đông, Quận 6 - Diện tích 78m2, 3PN, 2WC",15.0,Quận 7,01/11/2024,78,3,0
5,Căn Hộ,Căn hộ 35m2 mới xây full thất cửa sổ  bancon  Dương Bá Trạc Quận 8,7.0,Huyện Bình Chánh,01/11/2024,35,1,1
5,Căn Hộ,"Cho thuê căn hộ 8x Rainbow, DT 64m2, 2PN, Full NT, giá 8,5tr/tháng.",7.5,Quận 4,01/11/2024,64,2,2
5,Căn Hộ,Cho Thuê căn Hộ midtown pmh q7 hcm nhà y hình,12.0,Quận Tân Bình,01/11/2024,90,2,2
5,Căn Hộ,"Cần cho thuê gấp căn hộ Hưng Phúc, PMH, Quận 7, có ô đậu xe, full NT",12.0,Quận 1,01/11/2024,80,2,2
5,Căn Hộ,"Cần cho thuê căn hộ Terra Rosa xã Phong Phú, Bình Chánh KDC 13E",16.5,Quận 10,01/11/2024,70,2,2
6,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",11.0,Huyện Nhà Bè,01/11/2024,30,0,0
6,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,20.0,Quận 7,01/11/2024,23,0,0
6,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",5.5,Quận 8,01/11/2024,23,0,0
6,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",5.8,Quận Tân Bình,01/11/2024,40,1,1
6,Căn Hộ,"Cho thuê căn hộ chugn cư Sunrise RiverSide, Nhà Bè, 2PN2WC, 11tr/ thg",12.5,Huyện Nhà Bè,01/11/2024,70,2,2
6,Căn Hộ,"Cho thuê căn hộ Green Valley, Phú Mỹ Hưng, Quận 7.",5.8,Huyện Bình Chánh,01/11/2024,135,3,2
6,Căn Hộ,Căn hộ full nội thất cửa sổ bancon siêu thoáng ngay trung tâm Quận 8,18.0,Quận 7,01/11/2024,35,1,1
6,Căn Hộ,Chung Cư Mini - Full Nội Thất - Đối Diện Sân Bay,17.0,Quận Tân Bình,01/11/2024,30,1,1
6,Căn Hộ,✅ Căn Hộ Penthouse 2PN_2WC_Ban Công View City_Nguyễn Thị Minh Khai_Q1,15.0,Quận Bình Thạnh,01/11/2024,110,2,2
6,Căn Hộ,"Cho thuê căn hộ Grand View, Phú Mỹ Hưng, Quận 7, giá chỉ 23 triệu.",30.0,Quận 7,01/11/2024,118,3,2
6,Căn Hộ,"Cho thuê căn hộ chung cư New Saigon, Nhà Bè, lát sàn gỗ, 12tr5/ tháng",16.0,Quận 7,01/11/2024,121,3,3
6,Căn Hộ,Căn hộ bancon cửa sổ lớn full nội thất KDC Trung Sơn,26.0,Quận 7,01/11/2024,35,1,1
6,Căn Hộ,"Cho thuê căn hộ Mỹ Khánh 1, trung tâm Phú Mỹ Hưng 112m2 3PN view hồ bơ",39.0,Quận 3,01/11/2024,112,3,3
7,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",7.0,Quận 1,01/11/2024,30,0,0
7,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,8.0,Quận Tân Bình,01/11/2024,23,0,0
7,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",16.5,Quận 4,01/11/2024,23,0,0
7,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",18.0,Quận 10,01/11/2024,40,1,1
7,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,28.3,Quận 7,01/11/2024,30,0,0
7,Căn Hộ,Căn hộ dịch vụ cửa sổ lớn full nội thất Nguyễn Thái Bình Quận 1,30.0,Quận 11,01/11/2024,40,1,1
7,Căn Hộ,✅ Cho Thuê Căn Hộ Quận 4_Studio Ban Công Decor Đẹp_Khánh Hội,8.5,Quận Tân Bình,01/11/2024,75,1,1
7,Căn Hộ,"CHuyên CHo thuê nhiều căn hộ KINGDOM101 Tô Hiến Thành, Quận 10",18.0,Quận 7,01/11/2024,79,2,2
7,Căn Hộ,"Cần cho thuê Garden Plaza 1, diện tích 150m², giá 28.3 triệu/ tháng",6.0,Quận Tân Bình,01/11/2024,151,3,2
7,Căn Hộ,"Cần cho thuê căn hộ chung cư Hưng Vượng 2, PMH, Quận 7, 10tr/ tháng",12.5,Quận Bình Thạnh,01/11/2024,72,2,1
7,Căn Hộ,"Cho thuê căn hộ The EverRich, 968 Đường 3/2, Phường 15 Q.11 :",24.0,Quận 10,01/11/2024,161,3,3
7,Căn Hộ,"cho thuê giá rẻ căn hộ vincom đồng khởi 3PN, view sông ngay quận 1",16.0,Quận 7,01/11/2024,160,3,3
7,Căn Hộ,Khai trương căn hộ vip nhất khu sân bay tân sân nhất CV hoàng văn thụ,31.0,Quận 3,01/11/2024,50,1,1
8,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",8.5,Quận 4,01/11/2024,30,0,0
8,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,19.0,Quận 7,01/11/2024,23,0,0
8,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",8.0,Quận Tân Bình,01/11/2024,40,1,1
8,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,27.0,Quận 2 (TP. Thủ Đức),01/11/2024,30,0,0
8,Căn Hộ,Căn hộ cửa sổ bacon lớn bao phí full nội thất ngay Lê Quốc Hưng Quận 4,25.0,Quận 7,01/11/2024,40,1,1
8,Căn Hộ,Cho thuê căn hộ Mỹ Khánh 3 đô thị Phú Mỹ Hưng 112m2 3PN lầu cao view t,9.8,Quận 4,01/11/2024,118,3,2
8,Căn Hộ,"Cho thuê Căn hộ Riverpark Premier 130m2, 3PN, view hồ bơi, nhà cực đẹp",18.0,Quận 7,01/11/2024,130,3,2
8,Căn Hộ,"Căn Hộ Cao Cấp - Ngay Khu Sân Bay, Giáp Phú Nhuận",6.0,Quận Tân Bình,01/11/2024,40,1,1
8,Căn Hộ,🤘Căn hộ Balcony 2pn sang trọng _Thảo Điền Q2🤘,14.0,Quận 1,01/11/2024,80,2,2
8,Căn Hộ,"Cho thuê căn hộ chung cư Sky Garden 3, PMH, Quận 7, 10tr/ tháng",23.0,Quận 7,01/11/2024,70,2,1
8,Căn Hộ,Cho thuê căn hộ Gardencuort 1.pmh nhà mới giá rẻ .pmh.q7.hcm,16.0,Quận 7,01/11/2024,146,3,2
8,Căn Hộ,Cho thuê 2PN 70m2 full nội thất ban công Tôn Đản Q4,15.5,Quận 4,01/11/2024,70,2,1
8,Căn Hộ,Cho thuê căn hộ Mỹ Khánh 3 có 3PN + 2WC ở Phú Mỹ Hưng lầu trung giá cự,7.8,Quận 1,01/11/2024,112,3,2
9,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",7.5,Quận Tân Bình,01/11/2024,30,0,0
9,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,33.0,Quận 7,01/11/2024,23,0,0
9,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",16.0,Huyện Nhà Bè,01/11/2024,23,0,0
9,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",12.0,Quận 8,01/11/2024,40,1,1
9,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,5.5,Quận Tân Bình,01/11/2024,30,0,0
9,Căn Hộ,Căn Hộ Cao Cấp - Nội Thất Gỗ ngay Lê Văn Sỹ,10.0,Quận 7,01/11/2024,40,1,1
9,Căn Hộ,"Cho thuê căn hộ cao cấp Riverpark Residence - Quận 7, giá rẻ",25.0,Quận 1,01/11/2024,135,3,2
9,Căn Hộ,"Cho thuê căn hộ chung cư SaiGon South Resident Nhà Bè,giá chỉ 16TR/THG",15.0,Quận 4,01/11/2024,93,3,2
9,Căn Hộ,Cần cho thuê chung cư Diamond lotus riverside 49 Lê Quang Kim phường 8,30.0,Quận 7,01/11/2024,60,2,1
9,Căn Hộ,"Căn Hộ Mini - Full Nội Thất - Khu sân Bay, gần Cv Gia Định",16.0,Quận 7,01/11/2024,30,1,1
9,Căn Hộ,✅ Căn Hộ 2 Phòng Ngủ_Ban Công_Máy Giặt Riêng_Thảo Điền_Quận 2,35.0,Quận 10,01/11/2024,65,2,1
9,Căn Hộ,"Cho thuê căn hộ Sky Garden 3, Phú Mỹ Hưng, Quận 7 10TRIỆU/THÁNG",13.0,Quận 7,01/11/2024,70,2,1
9,Căn Hộ,"Căn hộ Avalon Saigon Apartments, Nguyễn Thị Minh Khai, P. Bến Nghé, Q1",10.0,Quận 10,01/11/2024,103,1,1
9,Căn Hộ,✅ Căn Hộ Cho Thuê Quận 4_Studio Decor Cao Cấp_Khánh Hội_Quận 4,20.0,Quận 7,01/11/2024,72,1,1
10,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",25.0,Quận 7,01/11/2024,30,0,0
10,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,11.0,Quận 7,01/11/2024,23,0,0
10,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",16.0,Quận 3,01/11/2024,40,1,1
10,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,10.0,Huyện Nhà Bè,01/11/2024,30,0,0
10,Căn Hộ,"Cho thuê căn hộ cao cấp Green Valley, PMH, Q7, nhà đẹp, full nội thất",18.0,Quận 7,01/11/2024,128,3,2
10,Căn Hộ,"Cần cho thuê nhanh căn hộ Hưng Vượng, PMH, Q7 nhà đẹp, giá rẻ nhất khu",23.0,Quận 7,01/11/2024,71,2,1
10,Căn Hộ,✅ Căn Hộ Cao Cấp View Sông_1 Phòng Ngủ_Ban Công_Trường Sa_Quận 3,26.0,Quận 10,01/11/2024,55,1,1
10,Căn Hộ,"Cho thuê căn hộ Hoàng Anh Gia Lai 3 - New Saigon,full nội thất, giá rẻ",9.5,Huyện Nhà Bè,01/11/2024,100,2,2
10,Căn Hộ,"Tôi cần cho thuê gấp căn  hộ Green Valley, Phú Mỹ Hưng, Quận 7.",8.5,Quận 6,01/11/2024,124,3,2
10,Căn Hộ,"Cho thuê chung cư cao cấp Urban Hill, PMH, full NT,giá tốt 18tr/tháng",20.0,Quận 7,01/11/2024,78,2,2
10,Căn Hộ,Cần cho thuê căn hộ Hưng Phúc Happy Residence P. Tân Phú 3PN giá tốt,42.0,Quận 7,01/11/2024,98,3,2
10,Căn Hộ,✅ Căn Hộ Cao Cấp 2 Phòng Ngủ_Máy Giặt Riêng_Nơ Trang Long_Bình Thạnh,13.5,Quận Bình Thạnh,01/11/2024,60,2,1
11,Căn Hộ,"PHÒNG MỚI XÂY 100% Có Gác Lửng Rất Rộng-Cao, Tủ Kệ bếp,.Giờ giấc tự do",28.0,Quận 7,01/11/2024,30,0,0
11,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,20.0,Quận 10,01/11/2024,23,0,0
11,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",23.0,Quận 7,01/11/2024,23,0,0
11,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",18.0,Quận 7,01/11/2024,40,1,1
11,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,10.0,Quận Tân Phú,01/11/2024,30,0,0
11,Căn Hộ,"Gấp chính chủ cho thuê CH Hà Đô Centrosa, 86m2, 2PN,2WC, full nội thất",10.0,Quận 9 (TP. Thủ Đức),01/11/2024,86,2,2
11,Căn Hộ,"Cho thuê căn hộ chung cư cao cấp The Antonia, PMH, Q7, giá 23tr/ tháng",27.0,Quận 2 (TP. Thủ Đức),01/11/2024,82,2,2
11,Căn Hộ,Cho Thuê chung cư Hưng Phúc Pmh q7 hcm nhà đẹp y Hình,26.0,Quận 10,01/11/2024,79,2,2
11,Căn Hộ,"Cho thuê căn hộ Âu Cơ Tower, DT 80m2, 3PN, NT cơ bản, giá 10tr/th.",9.0,Huyện Nhà Bè,01/11/2024,80,3,2
11,Căn Hộ,"Cho thuê căn hộ chung cư Hưng Phúc, PMH, Q7, 3PN-2WC, giá 20tr/ tháng",8.0,Quận 12,01/11/2024,98,3,2
11,Căn Hộ,"Cho thuê căn hộ Vincom center, Q.1, DT 166m2, 3PN, view Bến Bạch Đằng",23.0,Quận 7,01/11/2024,166,3,2
11,Căn Hộ,"Cho thuê Duplex Ricca có sân vườn, 112m2 , 2 máy lạnh, 10 triệu/tháng",21.0,Quận 7,01/11/2024,112,3,3
11,Căn Hộ,✅ Trống Sẵn Căn Hộ 2PN_Ban Công Full Gym Hồ Bơi_Thảo Điền Quận 2,32.0,Quận 7,01/11/2024,100,2,2
12,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",20.0,Quận 7,01/11/2024,23,0,0
12,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",25.0,Quận 7,01/11/2024,40,1,1
12,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,12.0,Quận Phú Nhuận,01/11/2024,30,0,0
12,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,12.0,Huyện Nhà Bè,01/11/2024,30,2,1
12,Căn Hộ,✅ Chung Cư Lumiere 3PN_Ban Công View Đẹp_Quốc Hương_Thảo Điền,24.0,Quận 7,01/11/2024,100,3,2
12,Căn Hộ,"Cho thuê căn hộ chung cư Midtown, PMH, Q7, chỉ 20 triệu/ tháng",7.0,Quận Bình Thạnh,01/11/2024,89,2,2
12,Căn Hộ,"Cho thuê căn hộ CHUNG CƯ MỸ KHÁNH, PHÚ MỸ HƯNG, Quận 7 View Hồ Bơi",15.0,Quận 7,01/11/2024,118,3,2
12,Căn Hộ,✅ Căn Hộ Cao Cấp Mới 100% 1PN_Ban Công Gần Phan Xích Long,4.7,Quận 5,01/11/2024,45,1,1
12,Căn Hộ,"🌈 Cho thuê nhiều căn hộ HaDo Centrosa Q10. Gía 17-25 triệu/1PN, 2PN",18.0,Quận 7,01/11/2024,86,2,2
12,Căn Hộ,"Cần cho thuê nhanh căn hộ Saigon South Residences,2PN giá chỉ 12tr/th",20.0,Quận 7,01/11/2024,75,2,2
12,Căn Hộ,"Cho thuê CH Riverpark 1, Phú Mỹ Hưng - Quận 7",12.0,Quận 1,01/11/2024,140,3,2
12,Căn Hộ,Căn Hộ thiết kế sang trọng - Full nội thất ngay cầu sài gòn,22.0,Quận 10,01/11/2024,35,1,1
12,Căn Hộ,"Cần cho thuê căn hộ Hưng Phúc, 2PN, 2WC, nhà mới 100%, giá chỉ 15tr",13.0,Huyện Nhà Bè,01/11/2024,82,2,2
13,Căn Hộ,CĂN HỘ Chính chủ CÓ Ban Công MỚI 100% Gần ĐH TÀI CHÍNH MARKETING,14.0,Quận Phú Nhuận,01/11/2024,23,0,0
13,Căn Hộ,"CĂN HỘ MỚI 100% CÓ BAN CÔNG, Gần ĐH Tài Chính Marketing, Khu CNC Q9",23.0,Quận 7,01/11/2024,23,0,0
13,Căn Hộ,"Cho Thuê Căn Studio Full Nột Thất Gần ĐH Văn Hiến, Chung Cư Bàu Cát",5.3,Quận Bình Thạnh,01/11/2024,40,1,1
13,Căn Hộ,Cho Thuê Phòng Trọ Cao Cấp Full Nội Thất Ngay Chung Cư Bàu Cát,13.0,Huyện Nhà Bè,01/11/2024,30,0,0
13,Căn Hộ,HiFriendz đơn vị tư vấn phòng cho thuê tại TPHCM.,19.0,Quận 7,01/11/2024,30,2,1
